05978	奸	CJK UNIFIED IDEOGRAPH-5978
0885d	衝	CJK UNIFIED IDEOGRAPH-885D
06fe0	濠	CJK UNIFIED IDEOGRAPH-6FE0
08846	衆	CJK UNIFIED IDEOGRAPH-8846
05ce9	峩	CJK UNIFIED IDEOGRAPH-5CE9
05c02	専	CJK UNIFIED IDEOGRAPH-5C02
07bb8	箸	CJK UNIFIED IDEOGRAPH-7BB8
08f26	輦	CJK UNIFIED IDEOGRAPH-8F26
07e01	縁	CJK UNIFIED IDEOGRAPH-7E01
05c16	尖	CJK UNIFIED IDEOGRAPH-5C16
07b67	筧	CJK UNIFIED IDEOGRAPH-7B67
0684e	桎	CJK UNIFIED IDEOGRAPH-684E
08a54	詔	CJK UNIFIED IDEOGRAPH-8A54
08ff9	迹	CJK UNIFIED IDEOGRAPH-8FF9
09594	閔	CJK UNIFIED IDEOGRAPH-9594
06fd4	濔	CJK UNIFIED IDEOGRAPH-6FD4
08852	衒	CJK UNIFIED IDEOGRAPH-8852
092d2	鋒	CJK UNIFIED IDEOGRAPH-92D2
06894	梔	CJK UNIFIED IDEOGRAPH-6894
05345	卅	CJK UNIFIED IDEOGRAPH-5345
08107	脇	CJK UNIFIED IDEOGRAPH-8107
0922c	鈬	CJK UNIFIED IDEOGRAPH-922C
0610d	愍	CJK UNIFIED IDEOGRAPH-610D
05351	卑	CJK UNIFIED IDEOGRAPH-5351
081d8	臘	CJK UNIFIED IDEOGRAPH-81D8
08a9a	誚	CJK UNIFIED IDEOGRAPH-8A9A
07b98	箘	CJK UNIFIED IDEOGRAPH-7B98
07546	畆	CJK UNIFIED IDEOGRAPH-7546
06670	晰	CJK UNIFIED IDEOGRAPH-6670
0689b	梛	CJK UNIFIED IDEOGRAPH-689B
0755d	畝	CJK UNIFIED IDEOGRAPH-755D
0810a	脊	CJK UNIFIED IDEOGRAPH-810A
0723b	爻	CJK UNIFIED IDEOGRAPH-723B
075c5	病	CJK UNIFIED IDEOGRAPH-75C5
095a8	閨	CJK UNIFIED IDEOGRAPH-95A8
095bb	閻	CJK UNIFIED IDEOGRAPH-95BB
0542e	吮	CJK UNIFIED IDEOGRAPH-542E
075b1	疱	CJK UNIFIED IDEOGRAPH-75B1
06664	晤	CJK UNIFIED IDEOGRAPH-6664
061fc	懼	CJK UNIFIED IDEOGRAPH-61FC
072d7	狗	CJK UNIFIED IDEOGRAPH-72D7
0688f	梏	CJK UNIFIED IDEOGRAPH-688F
06d35	洵	CJK UNIFIED IDEOGRAPH-6D35
0797a	祺	CJK UNIFIED IDEOGRAPH-797A
0978d	鞍	CJK UNIFIED IDEOGRAPH-978D
058f1	壱	CJK UNIFIED IDEOGRAPH-58F1
05190	冐	CJK UNIFIED IDEOGRAPH-5190
08cc1	賁	CJK UNIFIED IDEOGRAPH-8CC1
099ac	馬	CJK UNIFIED IDEOGRAPH-99AC
06cbf	沿	CJK UNIFIED IDEOGRAPH-6CBF
04eca	今	CJK UNIFIED IDEOGRAPH-4ECA
0581d	堝	CJK UNIFIED IDEOGRAPH-581D
08ca9	販	CJK UNIFIED IDEOGRAPH-8CA9
08cbc	貼	CJK UNIFIED IDEOGRAPH-8CBC
06cc4	泄	CJK UNIFIED IDEOGRAPH-6CC4
04eb3	亳	CJK UNIFIED IDEOGRAPH-4EB3
05806	堆	CJK UNIFIED IDEOGRAPH-5806
04e4b	之	CJK UNIFIED IDEOGRAPH-4E4B
05afa	嫺	CJK UNIFIED IDEOGRAPH-5AFA
05f66	彦	CJK UNIFIED IDEOGRAPH-5F66
07977	祷	CJK UNIFIED IDEOGRAPH-7977
06c5e	汞	CJK UNIFIED IDEOGRAPH-6C5E
0779e	瞞	CJK UNIFIED IDEOGRAPH-779E
08dea	跪	CJK UNIFIED IDEOGRAPH-8DEA
04e5f	也	CJK UNIFIED IDEOGRAPH-4E5F
058d9	壙	CJK UNIFIED IDEOGRAPH-58D9
05fb9	徹	CJK UNIFIED IDEOGRAPH-5FB9
04ec7	仇	CJK UNIFIED IDEOGRAPH-4EC7
099a5	馥	CJK UNIFIED IDEOGRAPH-99A5
06328	挨	CJK UNIFIED IDEOGRAPH-6328
064a5	撥	CJK UNIFIED IDEOGRAPH-64A5
08305	茅	CJK UNIFIED IDEOGRAPH-8305
05147	兇	CJK UNIFIED IDEOGRAPH-5147
05f99	徙	CJK UNIFIED IDEOGRAPH-5F99
08463	董	CJK UNIFIED IDEOGRAPH-8463
083fd	菽	CJK UNIFIED IDEOGRAPH-83FD
06c90	沐	CJK UNIFIED IDEOGRAPH-6C90
08477	葷	CJK UNIFIED IDEOGRAPH-8477
090e4	郤	CJK UNIFIED IDEOGRAPH-90E4
0975c	靜	CJK UNIFIED IDEOGRAPH-975C
09769	革	CJK UNIFIED IDEOGRAPH-9769
051cb	凋	CJK UNIFIED IDEOGRAPH-51CB
0903e	逾	CJK UNIFIED IDEOGRAPH-903E
051b0	冰	CJK UNIFIED IDEOGRAPH-51B0
09027	逧	CJK UNIFIED IDEOGRAPH-9027
064b9	撹	CJK UNIFIED IDEOGRAPH-64B9
077c7	矇	CJK UNIFIED IDEOGRAPH-77C7
08339	茹	CJK UNIFIED IDEOGRAPH-8339
0846e	葮	CJK UNIFIED IDEOGRAPH-846E
083f2	菲	CJK UNIFIED IDEOGRAPH-83F2
09999	香	CJK UNIFIED IDEOGRAPH-9999
04e8a	亊	CJK UNIFIED IDEOGRAPH-4E8A
04e9e	亞	CJK UNIFIED IDEOGRAPH-4E9E
0847a	葺	CJK UNIFIED IDEOGRAPH-847A
063fa	揺	CJK UNIFIED IDEOGRAPH-63FA
077b3	瞳	CJK UNIFIED IDEOGRAPH-77B3
051c4	凄	CJK UNIFIED IDEOGRAPH-51C4
05609	嘉	CJK UNIFIED IDEOGRAPH-5609
06467	摧	CJK UNIFIED IDEOGRAPH-6467
06c8c	沌	CJK UNIFIED IDEOGRAPH-6C8C
08c94	貔	CJK UNIFIED IDEOGRAPH-8C94
07779	睹	CJK UNIFIED IDEOGRAPH-7779
056e3	団	CJK UNIFIED IDEOGRAPH-56E3
051c5	凅	CJK UNIFIED IDEOGRAPH-51C5
084a1	蒡	CJK UNIFIED IDEOGRAPH-84A1
09032	進	CJK UNIFIED IDEOGRAPH-9032
06301	持	CJK UNIFIED IDEOGRAPH-6301
08338	茸	CJK UNIFIED IDEOGRAPH-8338
064ab	撫	CJK UNIFIED IDEOGRAPH-64AB
0562f	嘯	CJK UNIFIED IDEOGRAPH-562F
051b1	冱	CJK UNIFIED IDEOGRAPH-51B1
09998	馘	CJK UNIFIED IDEOGRAPH-9998
0846d	葭	CJK UNIFIED IDEOGRAPH-846D
04e92	互	CJK UNIFIED IDEOGRAPH-4E92
056ee	囮	CJK UNIFIED IDEOGRAPH-56EE
05152	兒	CJK UNIFIED IDEOGRAPH-5152
09768	靨	CJK UNIFIED IDEOGRAPH-9768
063f6	揶	CJK UNIFIED IDEOGRAPH-63F6
077bd	瞽	CJK UNIFIED IDEOGRAPH-77BD
097c3	韃	CJK UNIFIED IDEOGRAPH-97C3
05634	嘴	CJK UNIFIED IDEOGRAPH-5634
051cc	凌	CJK UNIFIED IDEOGRAPH-51CC
08304	茄	CJK UNIFIED IDEOGRAPH-8304
084c9	蓉	CJK UNIFIED IDEOGRAPH-84C9
064a4	撤	CJK UNIFIED IDEOGRAPH-64A4
08462	葢	CJK UNIFIED IDEOGRAPH-8462
04e86	了	CJK UNIFIED IDEOGRAPH-4E86
05f98	徘	CJK UNIFIED IDEOGRAPH-5F98
056da	囚	CJK UNIFIED IDEOGRAPH-56DA
05146	兆	CJK UNIFIED IDEOGRAPH-5146
05f73	彳	CJK UNIFIED IDEOGRAPH-5F73
058d8	壘	CJK UNIFIED IDEOGRAPH-58D8
07962	祢	CJK UNIFIED IDEOGRAPH-7962
079c9	秉	CJK UNIFIED IDEOGRAPH-79C9
06cb1	沱	CJK UNIFIED IDEOGRAPH-6CB1
04ec6	仆	CJK UNIFIED IDEOGRAPH-4EC6
05a01	威	CJK UNIFIED IDEOGRAPH-5A01
06d3b	活	CJK UNIFIED IDEOGRAPH-6D3B
06cc5	泅	CJK UNIFIED IDEOGRAPH-6CC5
08cbb	費	CJK UNIFIED IDEOGRAPH-8CBB
08ca8	貨	CJK UNIFIED IDEOGRAPH-8CA8
08ddd	距	CJK UNIFIED IDEOGRAPH-8DDD
06c5d	汝	CJK UNIFIED IDEOGRAPH-6C5D
0518c	册	CJK UNIFIED IDEOGRAPH-518C
08c5a	豚	CJK UNIFIED IDEOGRAPH-8C5A
0796d	祭	CJK UNIFIED IDEOGRAPH-796D
05191	冑	CJK UNIFIED IDEOGRAPH-5191
05a29	娩	CJK UNIFIED IDEOGRAPH-5A29
05a1c	娜	CJK UNIFIED IDEOGRAPH-5A1C
08cc0	賀	CJK UNIFIED IDEOGRAPH-8CC0
06ccc	泌	CJK UNIFIED IDEOGRAPH-6CCC
08cb4	貴	CJK UNIFIED IDEOGRAPH-8CB4
0580a	堊	CJK UNIFIED IDEOGRAPH-580A
05f6a	彪	CJK UNIFIED IDEOGRAPH-5F6A
05185	内	CJK UNIFIED IDEOGRAPH-5185
058f0	声	CJK UNIFIED IDEOGRAPH-58F0
04e45	久	CJK UNIFIED IDEOGRAPH-4E45
08c4e	豎	CJK UNIFIED IDEOGRAPH-8C4E
06dee	淮	CJK UNIFIED IDEOGRAPH-6DEE
06103	愃	CJK UNIFIED IDEOGRAPH-6103
086a3	蚣	CJK UNIFIED IDEOGRAPH-86A3
054e1	員	CJK UNIFIED IDEOGRAPH-54E1
0754a	畊	CJK UNIFIED IDEOGRAPH-754A
0867b	虻	CJK UNIFIED IDEOGRAPH-867B
092ea	鋪	CJK UNIFIED IDEOGRAPH-92EA
08a82	誂	CJK UNIFIED IDEOGRAPH-8A82
072e2	狢	CJK UNIFIED IDEOGRAPH-72E2
05378	卸	CJK UNIFIED IDEOGRAPH-5378
053b3	厳	CJK UNIFIED IDEOGRAPH-53B3
0542d	吭	CJK UNIFIED IDEOGRAPH-542D
095bc	閼	CJK UNIFIED IDEOGRAPH-95BC
0723c	爼	CJK UNIFIED IDEOGRAPH-723C
053ca	及	CJK UNIFIED IDEOGRAPH-53CA
05436	吶	CJK UNIFIED IDEOGRAPH-5436
0923f	鈿	CJK UNIFIED IDEOGRAPH-923F
0610e	愎	CJK UNIFIED IDEOGRAPH-610E
07b99	箙	CJK UNIFIED IDEOGRAPH-7B99
081d9	臙	CJK UNIFIED IDEOGRAPH-81D9
06881	梁	CJK UNIFIED IDEOGRAPH-6881
061f4	懴	CJK UNIFIED IDEOGRAPH-61F4
072ed	狭	CJK UNIFIED IDEOGRAPH-72ED
08a8d	認	CJK UNIFIED IDEOGRAPH-8A8D
0888b	袋	CJK UNIFIED IDEOGRAPH-888B
0611a	愚	CJK UNIFIED IDEOGRAPH-611A
066a6	暦	CJK UNIFIED IDEOGRAPH-66A6
08106	脆	CJK UNIFIED IDEOGRAPH-8106
07235	爵	CJK UNIFIED IDEOGRAPH-7235
08f33	輳	CJK UNIFIED IDEOGRAPH-8F33
08acd	諍	CJK UNIFIED IDEOGRAPH-8ACD
068b5	梵	CJK UNIFIED IDEOGRAPH-68B5
06ab3	檳	CJK UNIFIED IDEOGRAPH-6AB3
09ba0	鮠	CJK UNIFIED IDEOGRAPH-9BA0
06a4b	橋	CJK UNIFIED IDEOGRAPH-6A4B
08853	術	CJK UNIFIED IDEOGRAPH-8853
06a78	橸	CJK UNIFIED IDEOGRAPH-6A78
06fd5	濕	CJK UNIFIED IDEOGRAPH-6FD5
0758b	疋	CJK UNIFIED IDEOGRAPH-758B
08ff8	迸	CJK UNIFIED IDEOGRAPH-8FF8
08feb	迫	CJK UNIFIED IDEOGRAPH-8FEB
08a55	評	CJK UNIFIED IDEOGRAPH-8A55
0684d	桍	CJK UNIFIED IDEOGRAPH-684D
05cfb	峻	CJK UNIFIED IDEOGRAPH-5CFB
05ce8	峨	CJK UNIFIED IDEOGRAPH-5CE8
06a5f	機	CJK UNIFIED IDEOGRAPH-6A5F
06fe1	濡	CJK UNIFIED IDEOGRAPH-6FE1
08a41	詁	CJK UNIFIED IDEOGRAPH-8A41
088bf	袿	CJK UNIFIED IDEOGRAPH-88BF
05c03	尃	CJK UNIFIED IDEOGRAPH-5C03
08f3e	輾	CJK UNIFIED IDEOGRAPH-8F3E
068bc	梼	CJK UNIFIED IDEOGRAPH-68BC
08ac2	諂	CJK UNIFIED IDEOGRAPH-8AC2
088c4	裄	CJK UNIFIED IDEOGRAPH-88C4
06f22	漢	CJK UNIFIED IDEOGRAPH-6F22
05c1a	尚	CJK UNIFIED IDEOGRAPH-5C1A
0885e	衞	CJK UNIFIED IDEOGRAPH-885E
06a44	橄	CJK UNIFIED IDEOGRAPH-6A44
06842	桂	CJK UNIFIED IDEOGRAPH-6842
08a69	詩	CJK UNIFIED IDEOGRAPH-8A69
05d6c	嵬	CJK UNIFIED IDEOGRAPH-5D6C
05c0e	導	CJK UNIFIED IDEOGRAPH-5C0E
07e1b	縛	CJK UNIFIED IDEOGRAPH-7E1B
08f2a	輪	CJK UNIFIED IDEOGRAPH-8F2A
088b0	袰	CJK UNIFIED IDEOGRAPH-88B0
087f7	蟷	CJK UNIFIED IDEOGRAPH-87F7
06077	恷	CJK UNIFIED IDEOGRAPH-6077
09344	鍄	CJK UNIFIED IDEOGRAPH-9344
073c2	珂	CJK UNIFIED IDEOGRAPH-73C2
09436	鐶	CJK UNIFIED IDEOGRAPH-9436
080a5	肥	CJK UNIFIED IDEOGRAPH-80A5
052e7	勧	CJK UNIFIED IDEOGRAPH-52E7
0807d	聽	CJK UNIFIED IDEOGRAPH-807D
06063	恣	CJK UNIFIED IDEOGRAPH-6063
052de	勞	CJK UNIFIED IDEOGRAPH-52DE
074f8	瓸	CJK UNIFIED IDEOGRAPH-74F8
0934b	鍋	CJK UNIFIED IDEOGRAPH-934B
060a0	悠	CJK UNIFIED IDEOGRAPH-60A0
073cd	珍	CJK UNIFIED IDEOGRAPH-73CD
08700	蜀	CJK UNIFIED IDEOGRAPH-8700
07433	琳	CJK UNIFIED IDEOGRAPH-7433
055a9	喩	CJK UNIFIED IDEOGRAPH-55A9
05224	判	CJK UNIFIED IDEOGRAPH-5224
05230	到	CJK UNIFIED IDEOGRAPH-5230
080ac	肬	CJK UNIFIED IDEOGRAPH-80AC
08072	聲	CJK UNIFIED IDEOGRAPH-8072
05556	啖	CJK UNIFIED IDEOGRAPH-5556
05b88	守	CJK UNIFIED IDEOGRAPH-5B88
04fd0	俐	CJK UNIFIED IDEOGRAPH-4FD0
05b63	季	CJK UNIFIED IDEOGRAPH-5B63
09d6c	鵬	CJK UNIFIED IDEOGRAPH-9D6C
09d59	鵙	CJK UNIFIED IDEOGRAPH-9D59
09cf4	鳴	CJK UNIFIED IDEOGRAPH-9CF4
07c12	簒	CJK UNIFIED IDEOGRAPH-7C12
07dae	綮	CJK UNIFIED IDEOGRAPH-7DAE
05e11	帑	CJK UNIFIED IDEOGRAPH-5E11
089f8	觸	CJK UNIFIED IDEOGRAPH-89F8
04fe4	俤	CJK UNIFIED IDEOGRAPH-4FE4
0559c	喜	CJK UNIFIED IDEOGRAPH-559C
200a4	𠂤	CJK UNIFIED IDEOGRAPH-200A4
07396	玖	CJK UNIFIED IDEOGRAPH-7396
04fdf	俟	CJK UNIFIED IDEOGRAPH-4FDF
05e0c	希	CJK UNIFIED IDEOGRAPH-5E0C
06936	椶	CJK UNIFIED IDEOGRAPH-6936
07da3	綣	CJK UNIFIED IDEOGRAPH-7DA3
0892a	褪	CJK UNIFIED IDEOGRAPH-892A
06922	椢	CJK UNIFIED IDEOGRAPH-6922
04ff8	俸	CJK UNIFIED IDEOGRAPH-4FF8
05b7a	孺	CJK UNIFIED IDEOGRAPH-5B7A
050d1	僑	CJK UNIFIED IDEOGRAPH-50D1
0574f	坏	CJK UNIFIED IDEOGRAPH-574F
0826b	艫	CJK UNIFIED IDEOGRAPH-826B
08258	艘	CJK UNIFIED IDEOGRAPH-8258
09152	酒	CJK UNIFIED IDEOGRAPH-9152
076d2	盒	CJK UNIFIED IDEOGRAPH-76D2
0714e	煎	CJK UNIFIED IDEOGRAPH-714E
050e5	僥	CJK UNIFIED IDEOGRAPH-50E5
057c3	埃	CJK UNIFIED IDEOGRAPH-57C3
05026	倦	CJK UNIFIED IDEOGRAPH-5026
0962f	阯	CJK UNIFIED IDEOGRAPH-962F
06249	扉	CJK UNIFIED IDEOGRAPH-6249
0627c	扼	CJK UNIFIED IDEOGRAPH-627C
085e9	藩	CJK UNIFIED IDEOGRAPH-85E9
08264	艤	CJK UNIFIED IDEOGRAPH-8264
05740	址	CJK UNIFIED IDEOGRAPH-5740
050f9	價	CJK UNIFIED IDEOGRAPH-50F9
096e3	難	CJK UNIFIED IDEOGRAPH-96E3
071a8	熨	CJK UNIFIED IDEOGRAPH-71A8
0963b	阻	CJK UNIFIED IDEOGRAPH-963B
057ce	城	CJK UNIFIED IDEOGRAPH-57CE
06b3d	欽	CJK UNIFIED IDEOGRAPH-6B3D
06e5b	湛	CJK UNIFIED IDEOGRAPH-6E5B
09f6a	齪	CJK UNIFIED IDEOGRAPH-9F6A
05967	奧	CJK UNIFIED IDEOGRAPH-5967
0718f	熏	CJK UNIFIED IDEOGRAPH-718F
07802	砂	CJK UNIFIED IDEOGRAPH-7802
06eb7	溷	CJK UNIFIED IDEOGRAPH-6EB7
09a01	騁	CJK UNIFIED IDEOGRAPH-9A01
06b32	欲	CJK UNIFIED IDEOGRAPH-6B32
07a1f	稟	CJK UNIFIED IDEOGRAPH-7A1F
0596a	奪	CJK UNIFIED IDEOGRAPH-596A
08e4c	蹌	CJK UNIFIED IDEOGRAPH-8E4C
07194	熔	CJK UNIFIED IDEOGRAPH-7194
06bec	毬	CJK UNIFIED IDEOGRAPH-6BEC
09f67	齧	CJK UNIFIED IDEOGRAPH-9F67
06eba	溺	CJK UNIFIED IDEOGRAPH-6EBA
08ec6	軆	CJK UNIFIED IDEOGRAPH-8EC6
07a0b	程	CJK UNIFIED IDEOGRAPH-7A0B
09813	頓	CJK UNIFIED IDEOGRAPH-9813
08ecd	軍	CJK UNIFIED IDEOGRAPH-8ECD
08b33	謳	CJK UNIFIED IDEOGRAPH-8B33
07a00	稀	CJK UNIFIED IDEOGRAPH-7A00
0981a	頚	CJK UNIFIED IDEOGRAPH-981A
09fa0	龠	CJK UNIFIED IDEOGRAPH-9FA0
08e55	蹕	CJK UNIFIED IDEOGRAPH-8E55
07afa	竺	CJK UNIFIED IDEOGRAPH-7AFA
06e5f	湟	CJK UNIFIED IDEOGRAPH-6E5F
07f72	署	CJK UNIFIED IDEOGRAPH-7F72
0719f	熟	CJK UNIFIED IDEOGRAPH-719F
098f4	飴	CJK UNIFIED IDEOGRAPH-98F4
07fb9	羹	CJK UNIFIED IDEOGRAPH-7FB9
07a14	稔	CJK UNIFIED IDEOGRAPH-7A14
07812	砒	CJK UNIFIED IDEOGRAPH-7812
09817	頗	CJK UNIFIED IDEOGRAPH-9817
08b3e	謾	CJK UNIFIED IDEOGRAPH-8B3E
05793	垓	CJK UNIFIED IDEOGRAPH-5793
0919c	醜	CJK UNIFIED IDEOGRAPH-919C
09f77	齷	CJK UNIFIED IDEOGRAPH-9F77
07184	熄	CJK UNIFIED IDEOGRAPH-7184
09f63	齣	CJK UNIFIED IDEOGRAPH-9F63
0596e	奮	CJK UNIFIED IDEOGRAPH-596E
09803	頃	CJK UNIFIED IDEOGRAPH-9803
09a05	騅	CJK UNIFIED IDEOGRAPH-9A05
076d6	盖	CJK UNIFIED IDEOGRAPH-76D6
09156	酖	CJK UNIFIED IDEOGRAPH-9156
096ea	雪	CJK UNIFIED IDEOGRAPH-96EA
065e8	旨	CJK UNIFIED IDEOGRAPH-65E8
065fb	旻	CJK UNIFIED IDEOGRAPH-65FB
0826f	良	CJK UNIFIED IDEOGRAPH-826F
06271	扱	CJK UNIFIED IDEOGRAPH-6271
050d5	僕	CJK UNIFIED IDEOGRAPH-50D5
0502d	倭	CJK UNIFIED IDEOGRAPH-502D
057b3	垳	CJK UNIFIED IDEOGRAPH-57B3
07609	瘉	CJK UNIFIED IDEOGRAPH-7609
05036	倶	CJK UNIFIED IDEOGRAPH-5036
091c1	釁	CJK UNIFIED IDEOGRAPH-91C1
0963f	阿	CJK UNIFIED IDEOGRAPH-963F
07621	瘡	CJK UNIFIED IDEOGRAPH-7621
05750	坐	CJK UNIFIED IDEOGRAPH-5750
08e8d	躍	CJK UNIFIED IDEOGRAPH-8E8D
0914d	配	CJK UNIFIED IDEOGRAPH-914D
091b5	醵	CJK UNIFIED IDEOGRAPH-91B5
08506	蔆	CJK UNIFIED IDEOGRAPH-8506
05b73	孳	CJK UNIFIED IDEOGRAPH-5B73
09397	鎗	CJK UNIFIED IDEOGRAPH-9397
04f3a	伺	CJK UNIFIED IDEOGRAPH-4F3A
05bb8	宸	CJK UNIFIED IDEOGRAPH-5BB8
09c0a	鰊	CJK UNIFIED IDEOGRAPH-9C0A
0693d	椽	CJK UNIFIED IDEOGRAPH-693D
09cf0	鳰	CJK UNIFIED IDEOGRAPH-9CF0
04fd4	俔	CJK UNIFIED IDEOGRAPH-4FD4
0939a	鎚	CJK UNIFIED IDEOGRAPH-939A
04fef	俯	CJK UNIFIED IDEOGRAPH-4FEF
05ba4	室	CJK UNIFIED IDEOGRAPH-5BA4
09c13	鰓	CJK UNIFIED IDEOGRAPH-9C13
06926	椦	CJK UNIFIED IDEOGRAPH-6926
07c0d	簍	CJK UNIFIED IDEOGRAPH-7C0D
05ef6	延	CJK UNIFIED IDEOGRAPH-5EF6
04fdb	俛	CJK UNIFIED IDEOGRAPH-4FDB
069f9	槹	CJK UNIFIED IDEOGRAPH-69F9
09d61	鵡	CJK UNIFIED IDEOGRAPH-9D61
09354	鍔	CJK UNIFIED IDEOGRAPH-9354
074d4	瓔	CJK UNIFIED IDEOGRAPH-74D4
0555d	啝	CJK UNIFIED IDEOGRAPH-555D
052e3	勣	CJK UNIFIED IDEOGRAPH-52E3
055c5	嗅	CJK UNIFIED IDEOGRAPH-55C5
0523b	刻	CJK UNIFIED IDEOGRAPH-523B
05208	刈	CJK UNIFIED IDEOGRAPH-5208
073b2	玲	CJK UNIFIED IDEOGRAPH-73B2
080a1	股	CJK UNIFIED IDEOGRAPH-80A1
0743a	琺	CJK UNIFIED IDEOGRAPH-743A
06715	朕	CJK UNIFIED IDEOGRAPH-6715
060b8	悸	CJK UNIFIED IDEOGRAPH-60B8
052d7	勗	CJK UNIFIED IDEOGRAPH-52D7
074e0	瓠	CJK UNIFIED IDEOGRAPH-74E0
0606a	恪	CJK UNIFIED IDEOGRAPH-606A
0935b	鍛	CJK UNIFIED IDEOGRAPH-935B
07345	獅	CJK UNIFIED IDEOGRAPH-7345
08076	聶	CJK UNIFIED IDEOGRAPH-8076
093c3	鏃	CJK UNIFIED IDEOGRAPH-93C3
08062	聢	CJK UNIFIED IDEOGRAPH-8062
087fe	蟾	CJK UNIFIED IDEOGRAPH-87FE
05546	商	CJK UNIFIED IDEOGRAPH-5546
05b98	官	CJK UNIFIED IDEOGRAPH-5B98
05c07	將	CJK UNIFIED IDEOGRAPH-5C07
06ac3	櫃	CJK UNIFIED IDEOGRAPH-6AC3
0685d	桝	CJK UNIFIED IDEOGRAPH-685D
09ef6	黶	CJK UNIFIED IDEOGRAPH-9EF6
0539a	厚	CJK UNIFIED IDEOGRAPH-539A
08fef	迯	CJK UNIFIED IDEOGRAPH-8FEF
0758f	疏	CJK UNIFIED IDEOGRAPH-758F
08a51	詑	CJK UNIFIED IDEOGRAPH-8A51
08857	街	CJK UNIFIED IDEOGRAPH-8857
09591	閑	CJK UNIFIED IDEOGRAPH-9591
088cf	裏	CJK UNIFIED IDEOGRAPH-88CF
07e04	縄	CJK UNIFIED IDEOGRAPH-7E04
068b1	梱	CJK UNIFIED IDEOGRAPH-68B1
07bc9	築	CJK UNIFIED IDEOGRAPH-7BC9
05c13	尓	CJK UNIFIED IDEOGRAPH-5C13
088b4	袴	CJK UNIFIED IDEOGRAPH-88B4
06f32	漲	CJK UNIFIED IDEOGRAPH-6F32
07e1f	縟	CJK UNIFIED IDEOGRAPH-7E1F
07ba1	管	CJK UNIFIED IDEOGRAPH-7BA1
08ab2	課	CJK UNIFIED IDEOGRAPH-8AB2
05c0a	尊	CJK UNIFIED IDEOGRAPH-5C0A
05cf0	峰	CJK UNIFIED IDEOGRAPH-5CF0
07594	疔	CJK UNIFIED IDEOGRAPH-7594
08fd4	返	CJK UNIFIED IDEOGRAPH-8FD4
06fec	濬	CJK UNIFIED IDEOGRAPH-6FEC
06846	框	CJK UNIFIED IDEOGRAPH-6846
05da2	嶢	CJK UNIFIED IDEOGRAPH-5DA2
09bab	鮫	CJK UNIFIED IDEOGRAPH-9BAB
07e0b	縋	CJK UNIFIED IDEOGRAPH-7E0B
0866b	虫	CJK UNIFIED IDEOGRAPH-866B
0755a	畚	CJK UNIFIED IDEOGRAPH-755A
06a8e	檎	CJK UNIFIED IDEOGRAPH-6A8E
061ff	懿	CJK UNIFIED IDEOGRAPH-61FF
072d2	狒	CJK UNIFIED IDEOGRAPH-72D2
054e5	哥	CJK UNIFIED IDEOGRAPH-54E5
053c3	參	CJK UNIFIED IDEOGRAPH-53C3
0543d	吽	CJK UNIFIED IDEOGRAPH-543D
0722c	爬	CJK UNIFIED IDEOGRAPH-722C
09234	鈴	CJK UNIFIED IDEOGRAPH-9234
095cc	闌	CJK UNIFIED IDEOGRAPH-95CC
05426	否	CJK UNIFIED IDEOGRAPH-5426
08102	脂	CJK UNIFIED IDEOGRAPH-8102
066a2	暢	CJK UNIFIED IDEOGRAPH-66A2
06a97	檗	CJK UNIFIED IDEOGRAPH-6A97
06649	晉	CJK UNIFIED IDEOGRAPH-6649
05340	區	CJK UNIFIED IDEOGRAPH-5340
05354	協	CJK UNIFIED IDEOGRAPH-5354
06885	梅	CJK UNIFIED IDEOGRAPH-6885
086aa	蚪	CJK UNIFIED IDEOGRAPH-86AA
053ce	収	CJK UNIFIED IDEOGRAPH-53CE
058fb	壻	CJK UNIFIED IDEOGRAPH-58FB
08499	蒙	CJK UNIFIED IDEOGRAPH-8499
08cbf	貿	CJK UNIFIED IDEOGRAPH-8CBF
06cc1	況	CJK UNIFIED IDEOGRAPH-6CC1
079b9	禹	CJK UNIFIED IDEOGRAPH-79B9
04eb6	亶	CJK UNIFIED IDEOGRAPH-4EB6
05a11	娑	CJK UNIFIED IDEOGRAPH-5A11
04ec2	仂	CJK UNIFIED IDEOGRAPH-4EC2
06d2b	洫	CJK UNIFIED IDEOGRAPH-6D2B
05f77	彷	CJK UNIFIED IDEOGRAPH-5F77
06dea	淪	CJK UNIFIED IDEOGRAPH-6DEA
06488	撈	CJK UNIFIED IDEOGRAPH-6488
08c4a	豊	CJK UNIFIED IDEOGRAPH-8C4A
08dd6	跖	CJK UNIFIED IDEOGRAPH-8DD6
08cb0	貰	CJK UNIFIED IDEOGRAPH-8CB0
099c8	駈	CJK UNIFIED IDEOGRAPH-99C8
08cc4	賄	CJK UNIFIED IDEOGRAPH-8CC4
06cbc	沼	CJK UNIFIED IDEOGRAPH-6CBC
05fa0	徠	CJK UNIFIED IDEOGRAPH-5FA0
04ecd	仍	CJK UNIFIED IDEOGRAPH-4ECD
04e55	乕	CJK UNIFIED IDEOGRAPH-4E55
05195	冕	CJK UNIFIED IDEOGRAPH-5195
06dde	淞	CJK UNIFIED IDEOGRAPH-6DDE
06c42	求	CJK UNIFIED IDEOGRAPH-6C42
083f7	菷	CJK UNIFIED IDEOGRAPH-83F7
09744	靄	CJK UNIFIED IDEOGRAPH-9744
